unique_id,ds,y,control-bitcn
india/family/F2A,2026-03-01,17928.0,17931.19812130928
india/family/F2A,2026-04-01,17928.0,17931.438871860504
india/family/F2A,2026-05-01,18110.0,17930.384702444077
india/family/F2A,2026-06-01,18263.0,18112.601854085922
india/family/F2A,2026-07-01,18263.0,18264.76520574093
india/family/F2A,2026-08-01,18830.0,18266.280702352524
india/family/F2A,2026-09-01,18861.0,18832.21316885948
mexico/employment/EB3,2024-10-01,17485.0,16798.961519241333
mexico/employment/EB3,2024-11-01,17485.0,17514.532316207886
mexico/employment/EB3,2024-12-01,17485.0,17513.278659820557
mexico/employment/EB3,2025-01-01,17501.0,17514.442443847656
mexico/employment/EB3,2025-02-01,17501.0,17528.02370262146
mexico/employment/EB3,2025-03-01,17501.0,17528.44340324402
mexico/employment/EB3,2025-04-01,17532.0,17515.752603530884
mexico/employment/EB3,2025-05-01,17532.0,17547.36599254608
mexico/employment/EB3,2025-06-01,17570.0,17538.85226202011
mexico/employment/EB3,2025-07-01,17622.0,17576.309834957123
mexico/employment/EB3,2025-08-01,17622.0,17629.378368854523
mexico/employment/EB3,2025-09-01,17622.0,17622.06730557233
mexico/employment/EB3,2025-10-01,17622.0,17622.692134678364
mexico/employment/EB3,2025-11-01,17622.0,17623.04482150078
mexico/employment/EB3,2025-12-01,17636.0,17623.370653271675
mexico/employment/EB3,2026-01-01,17643.0,17637.501472592354
mexico/employment/EB3,2026-02-01,17683.0,17643.176032871008
mexico/employment/EB3,2026-03-01,17805.0,17683.71441668272
mexico/employment/EB3,2026-04-01,18049.0,17803.45795238018
mexico/employment/EB3,2026-05-01,18049.0,18047.92596399784
mexico/employment/EB3,2026-06-01,18049.0,18048.701277077198
mexico/employment/EB3,2026-07-01,18110.0,18048.026779294014
mexico/employment/EB3,2026-08-01,18141.0,18110.10925362259
mexico/employment/EB3,2026-09-01,18141.0,18141.23025904596
mexico/employment/EB3_OW,2024-10-01,16771.0,16774.780037879944
mexico/employment/EB3_OW,2024-11-01,16771.0,16774.3295814991
mexico/employment/EB3_OW,2024-12-01,16771.0,16774.069170475006
mexico/employment/EB3_OW,2025-01-01,16778.0,16774.156054258347
mexico/employment/EB3_OW,2025-02-01,16778.0,16780.618396043777
mexico/employment/EB3_OW,2025-03-01,16833.0,16779.91615474224
mexico/employment/EB3_OW,2025-04-01,16943.0,16834.92537200451
mexico/employment/EB3_OW,2025-05-01,16943.0,16944.111141085625
mexico/employment/EB3_OW,2025-06-01,16974.0,16945.728375434875
mexico/employment/EB3_OW,2025-07-01,16990.0,16975.33980357647
mexico/employment/EB3_OW,2025-08-01,16990.0,16991.2215924263
mexico/employment/EB3_OW,2025-09-01,16990.0,16991.318338751793
mexico/employment/EB3_OW,2025-10-01,16997.0,16991.092376351357
mexico/employment/EB3_OW,2025-11-01,16997.0,16997.6273778677
mexico/employment/EB3_OW,2025-12-01,17014.0,16997.523125827312
mexico/employment/EB3_OW,2026-01-01,17045.0,17014.451782166958
mexico/employment/EB3_OW,2026-02-01,17045.0,17045.55560594797
mexico/employment/EB3_OW,2026-03-01,17106.0,17045.415526151657
mexico/employment/EB3_OW,2026-04-01,17106.0,17106.547325968742
mexico/employment/EB3_OW,2026-05-01,17198.0,17106.45177447796
mexico/employment/EB3_OW,2026-06-01,17198.0,17198.603663682938
mexico/employment/EB3_OW,2026-07-01,17226.0,17198.505060493946
mexico/employment/EB3_OW,2026-08-01,17257.0,17226.61437124014
mexico/employment/EB3_OW,2026-09-01,17257.0,17257.551193535328
mexico/employment/EB4,2024-10-01,16802.0,16803.78470158577
mexico/employment/EB4,2024-11-01,16802.0,16803.23753094673
