unique_id,ds,y,deepar-robust-levels
india/employment/EB3,2025-04-01,13970.0,13924.814
india/employment/EB3,2025-05-01,13984.0,13990.623
india/employment/EB3,2025-06-01,13984.0,14014.575
india/employment/EB3,2025-07-01,13991.0,14009.189
india/employment/EB3,2025-08-01,14021.0,13999.343
india/employment/EB3,2025-09-01,14021.0,14029.091
india/employment/EB3,2025-10-01,14113.0,14048.598
india/employment/EB3,2025-11-01,14113.0,14111.221
india/employment/EB3,2025-12-01,14144.0,14140.941
india/employment/EB3,2026-01-01,14198.0,14162.35
india/employment/EB3,2026-02-01,14198.0,14205.795
india/employment/EB3,2026-03-01,14198.0,14229.855
india/employment/EB3,2026-04-01,14198.0,14219.6875
india/employment/EB3,2026-05-01,14198.0,14216.285
india/employment/EB3,2026-06-01,14228.0,14214.102
india/employment/EB3,2026-07-01,14245.0,14239.158
india/employment/EB3,2026-08-01,14245.0,14265.183
india/employment/EB3,2026-09-01,14245.0,14266.736
india/employment/EB3_OW,2024-10-01,13819.0,13833.408
india/employment/EB3_OW,2024-11-01,13819.0,13835.002
india/employment/EB3_OW,2024-12-01,13826.0,13837.006
india/employment/EB3_OW,2025-01-01,13849.0,13846.275
india/employment/EB3_OW,2025-02-01,13863.0,13860.186
india/employment/EB3_OW,2025-03-01,13911.0,13881.15
india/employment/EB3_OW,2025-04-01,13970.0,13929.559
india/employment/EB3_OW,2025-05-01,13984.0,13989.218
india/employment/EB3_OW,2025-06-01,13984.0,14015.168
india/employment/EB3_OW,2025-07-01,13991.0,14005.785
india/employment/EB3_OW,2025-08-01,14021.0,14005.24
india/employment/EB3_OW,2025-09-01,14021.0,14024.604
india/employment/EB3_OW,2025-10-01,14113.0,14040.854
india/employment/EB3_OW,2025-11-01,14113.0,14105.197
india/employment/EB3_OW,2025-12-01,14144.0,14143.2
india/employment/EB3_OW,2026-01-01,14198.0,14160.253
india/employment/EB3_OW,2026-02-01,14198.0,14208.496
india/employment/EB3_OW,2026-03-01,14198.0,14227.611
india/employment/EB3_OW,2026-04-01,14198.0,14223.805
india/employment/EB3_OW,2026-05-01,14198.0,14210.771
india/employment/EB3_OW,2026-06-01,14228.0,14210.35
india/employment/EB3_OW,2026-07-01,14245.0,14240.692
india/employment/EB3_OW,2026-08-01,14245.0,14264.413
india/employment/EB3_OW,2026-09-01,14245.0,14269.398
india/family/F1,2024-10-01,14904.0,14925.33
india/family/F1,2024-11-01,14904.0,14912.562
india/family/F1,2024-12-01,14904.0,14700.35
india/family/F1,2025-01-01,14935.0,14705.174
